date,time,username,tweet,tweet_clean
2021-07-01,00:23:43,cnnbrk,Pennsylvania Gov. Tom Wolf vetoes GOP-backed election overhaul bill  https://t.co/OerjFciAMM,pennsylvania gov tom wolf vetoes gopbacked election overhaul bill  
2021-06-30,22:47:38,cnnbrk,Pennsylvania Supreme Court overturns Bill Cosby's 2018 sexual assault conviction. The actor could soon be released from prison.  https://t.co/TNOmC3XLay,pennsylvania supreme court overturns bill cosbys 2018 sexual assault conviction the actor could soon be released from prison  
2021-06-30,22:25:25,cnnbrk,Police are questioning a woman who allegedly held out a banner causing a massive crash during the first stage of the Tour de France  https://t.co/rtwPNbqsAx,police are questioning a woman who allegedly held out a banner causing a massive crash during the first stage of the tour de france  
2021-06-30,21:26:15,cnnbrk,"Four more bodies have been recovered at the site of the Florida condominium collapse, raising the death toll to 16 as 147 people remain unaccounted for, Miami-Dade mayor says. Follow live updates:  https://t.co/BIZzP68ZYp",four more bodies have been recovered at the site of the florida condominium collapse raising the death toll to 16 as 147 people remain unaccounted for miamidade mayor says follow live updates  
2021-06-30,20:35:52,cnnbrk,"Manhattan prosecutors are expected to charge the Trump Organization and its chief financial officer with tax crimes as soon as Thursday, WSJ reports  https://t.co/r3S3p7d1cb",manhattan prosecutors are expected to charge the trump organization and its chief financial officer with tax crimes as soon as thursday wsj reports  
2021-06-30,18:19:30,cnnbrk,"More bodies and tunnels were discovered overnight at the site of the deadly Florida condo collapse, a rescue chief tells CNN. Follow live updates:  https://t.co/vl8gUggmky",more bodies and tunnels were discovered overnight at the site of the deadly florida condo collapse a rescue chief tells cnn follow live updates  
2021-06-30,17:00:23,cnnbrk,New York prosecutors are examining cash bonuses given to Trump Organization employees as part of its investigation into potential tax-related fraud  https://t.co/Wlh5wAXwYw,new york prosecutors are examining cash bonuses given to trump organization employees as part of its investigation into potential taxrelated fraud  
2021-06-30,11:50:52,cnnbrk,"Kim Jong Un fired several senior officials who failed to enforce North Korea's stringent Covid-19 prevention, a dereliction of duty which the young dictator said will have ""grave consequences"" for the impoverished and isolated nation, state media reported  https://t.co/Y3xu8tfB90",kim jong un fired several senior officials who failed to enforce north koreas stringent covid19 prevention a dereliction of duty which the young dictator said will have grave consequences for the impoverished and isolated nation state media reported  
2021-06-30,07:13:46,cnnbrk,"Delia Fiallo, known as the ""mother of the Latin American soap opera,"" died early Tuesday, a source close to her says. She was 96. The cause of her death was not immediately available.  https://t.co/icjmMWuxnB",delia fiallo known as the mother of the latin american soap opera died early tuesday a source close to her says she was 96 the because of her death was not immediately available  
2021-06-30,05:15:07,cnnbrk,House votes to remove Confederate statues from the Capitol and replace a bust of the justice who wrote the Dred Scott decision. The legislation now heads to the Senate.  https://t.co/VxItTuQGOq,house votes to remove confederate statues from the capitol and replace a bust of the justice who wrote the dred scott decision the legislation now heads to the senate  
2021-06-30,04:47:33,cnnbrk,A divided Supreme Court allows the nationwide coronavirus eviction moratorium to remain in place  https://t.co/IWtd5GTRLz,a divided supreme court allows the nationwide coronavirus eviction moratorium to remain in place  
2021-06-30,04:28:04,cnnbrk,"Officials say another victim was found at the site of the Florida condo collapse, raising the death toll to 12  https://t.co/EwyoXsjhiB",officials say another victim was found at the site of the florida condo collapse raising the death toll to 12  
2021-06-30,01:58:11,cnnbrk,"The US could complete its troop withdrawal from Afghanistan within days, but up to 1,000 troops might remain in the country, US officials say  https://t.co/sTCztqtexr",the us could complete its troop withdrawal from afghanistan within days but up to 1000 troops might remain in the country us officials say  
2021-06-30,01:44:48,cnnbrk,Serena Williams forced to retire from first-round Wimbledon match due to injury  https://t.co/x6fgngPTbN,serena williams forced to retire from firstround wimbledon match due to injury  
2021-06-29,20:40:20,cnnbrk,President Biden will travel to Florida on Thursday as rescue crews continue to search for survivors in the Surfside condominium collapse  https://t.co/WwhNifCUgy,president biden will travel to florida on thursday as rescue crews continue to search for survivors in the surfside condominium collapse  
2021-06-29,16:13:20,cnnbrk,Former South African President Jacob Zuma has been sentenced to 15 months in prison for defying an order to appear at a corruption inquiry  https://t.co/23Gq19K4wv,former south african president jacob zuma has been sentenced to 15 months in prison for defying an order to appear at a corruption inquiry  
2021-06-29,14:31:36,cnnbrk,"Myanmar's military has such strong control over the country's jade trade that it would be ""nearly impossible"" to buy the gemstone without enriching the generals and their allies, a new report says  https://t.co/lG6FVPVXpW",myanmars military has such strong control over the countrys jade trade that it would be nearly impossible to buy the gemstone without enriching the generals and their allies a new report says  
2021-06-29,14:21:15,cnnbrk,Mexico's Supreme Court struck down laws which criminalized the recreational use of cannabis  https://t.co/nWFDSq4tf8,mexicos supreme court struck down laws which criminalized the recreational use of cannabis  
2021-06-29,05:55:28,cnnbrk,The Biden administration is preparing to close some emergency shelters for unaccompanied migrant children just weeks after considering expanding one of the sites  https://t.co/LnIEZAOZZM,the biden administration is preparing to close some emergency shelters for unaccompanied migrant children just weeks after considering expanding one of the sites  
2021-06-29,04:26:31,cnnbrk,At least 11 people are dead and 150 people are still missing as crews search for survivors  of the condo collapse near Miami  https://t.co/dNCCefhtzr,at least 11 people are dead and 150 people are still missing as crews search for survivors  of the condo collapse near miami  
2021-06-29,03:09:54,cnnbrk,House Speaker Nancy Pelosi has introduced a resolution that will form a select committee to investigate the January 6 insurrection. The resolution is expected to get a vote in the chamber this week.  https://t.co/xThX5vWue5,house speaker nancy pelosi has introduced a resolution that will form a select committee to investigate the january 6 insurrection the resolution is expected to get a vote in the chamber this week  
2021-06-28,23:22:04,cnnbrk,"Juul agrees to pay $40 million and change its business practices to settle a lawsuit filed by North Carolina, alleging the e-cigarette maker marketed its vaping products toward teens   https://t.co/4AN7IhCyut",juul agrees to pay 40 million and change its business practices to settle a lawsuit filed by north carolina alleging the ecigarette maker marketed its vaping products toward teens   
2021-06-28,22:55:48,cnnbrk,"A 10th person is confirmed dead in the Florida condo collapse, officials say. More than 150 remain missing as crews continue the search for victims.  https://t.co/GusckCsS5P",a 10th person is confirmed dead in the florida condo collapse officials say more than 150 remain missing as crews continue the search for victims  
2021-06-28,19:36:11,cnnbrk,Supreme Court upholds a lower court ruling that allowed a transgender student to use the bathroom that corresponded to his gender identity  https://t.co/Roc50LJpqJ,supreme court upholds a lower court ruling that allowed a transgender student to use the bathroom that corresponded to his gender identity  
2021-06-28,08:05:26,cnnbrk,"Former Skid Row singer Johnny Solinger has died, according to a post on the Official Skid Row Instagram page. He was 55.  https://t.co/TqStJ6YgfJ",former skid row singer johnny solinger has died according to a post on the official skid row instagram page he was 55  
2021-06-28,08:02:03,cnnbrk,"Man shot in the back in Times Square, NYPD says  https://t.co/Wi4gusedcZ",man shot in the back in times square nypd says  
2021-06-28,05:08:59,cnnbrk,"President Biden ordered airstrikes against Iran-backed militia groups in the Iraq-Syria border region on Sunday evening, the US Department of Defense says  https://t.co/JfV7xPPEzx",president biden ordered airstrikes against iranbacked militia groups in the iraqsyria border region on sunday evening the us department of defense says  
2021-06-27,22:56:20,cnnbrk,"Former US Sen. Mike Gravel, an Alaska Democrat who garnered national attention by reading the Pentagon Papers into the Congressional Record, has died. He was 91.  https://t.co/I0GJdfuvJ9",former us sen mike gravel an alaska democrat who garnered national attention by reading the pentagon papers into the congressional record has died he was 91  
2021-06-27,21:22:32,cnnbrk,"The death toll in the Florida condo collapse has risen to 9, Miami-Dade County mayor says  https://t.co/iyqXlNPFME  https://t.co/pONo2ig8Bk",the death toll in the florida condo collapse has risen to 9 miamidade county mayor says    
2021-06-27,19:22:54,cnnbrk,"Serena Williams, a 4-time gold medalist, says she will skip the 2020 Tokyo Olympics  https://t.co/5YR7oLKuAo",serena williams a 4time gold medalist says she will skip the 2020 tokyo olympics  
2021-06-27,04:44:01,cnnbrk,"A fifth body has been found in the collapsed condo building in Surfside, Florida, an official says. There are 156 people unaccounted for.  https://t.co/1ICxNENmBs",a fifth body has been found in the collapsed condo building in surfside florida an official says there are 156 people unaccounted for  
2021-06-27,04:40:09,cnnbrk,"Tesla recalls nearly 300,000 cars in China because of a safety risk involving the cruise control feature  https://t.co/KBtBfnCmRV",tesla recalls nearly 300000 cars in china because of a safety risk involving the cruise control feature  
2021-06-27,03:47:35,cnnbrk,"Two people were shot in an incident involving a truck crash in Winthrop, Massachusetts, police say. The suspected shooter was also shot by Winthrop officers.  https://t.co/yjTVrhKhMO",two people were shot in an incident involving a truck crash in winthrop massachusetts police say the suspected shooter was also shot by winthrop officers  
2021-06-27,03:27:23,cnnbrk,A frozen food company has recalled several shrimp products that have been linked to a salmonella outbreak in the US  https://t.co/HzHn0mCLVz,a frozen food company has recalled several shrimp products that have been linked to a salmonella outbreak in the us  
2021-06-27,02:35:48,cnnbrk,"Three people, including a child, were killed and three more children injured when their minivan was hit by a train at a railroad crossing in East Chicago, Indiana  https://t.co/Jr2zNaNVjs",three people including a child were killed and three more children injured when their minivan was hit by a train at a railroad crossing in east chicago indiana  
2021-06-27,01:42:45,cnnbrk,"A fifth person has died after a hot-air balloon crashed today in Albuquerque, New Mexico, police say  https://t.co/kkGBpYBioA",a fifth person has died after a hotair balloon crashed today in albuquerque new mexico police say  
2021-06-26,23:18:12,cnnbrk,"Qatari sprinter Abdalelah Haroun, who won bronze in the 400m at the 2017 World Athletic Championships, has died. He was 24.   https://t.co/uHAqJp7Dix",qatari sprinter abdalelah haroun who won bronze in the 400m at the 2017 world athletic championships has died he was 24   
2021-06-26,23:08:19,cnnbrk,UK Health Secretary Matt Hancock resigns one day after he was pictured kissing an adviser in breach of Covid regulations  https://t.co/zL4mUp9Yun,uk health secretary matt hancock resigns one day after he was pictured kissing an adviser in breach of covid regulations  
2021-06-26,22:44:40,cnnbrk,"The North Carolina State Wolfpack has been ruled out of the College World Series due to Covid-19 protocols, allowing the Vanderbilt Commodores to advance to the finals  https://t.co/xbTWBnQ0pY",the north carolina state wolfpack has been ruled out of the college world series due to covid19 protocols allowing the vanderbilt commodores to advance to the finals  
2021-06-26,21:55:16,cnnbrk,"Four people are dead and one person is in critical condition after a hot-air balloon crash in Albuquerque, New Mexico, police say  https://t.co/pZeqErYeOE",four people are dead and one person is in critical condition after a hotair balloon crash in albuquerque new mexico police say  
2021-06-26,20:37:55,cnnbrk,"A fire under the rubble of the Florida condo collapse is hampering search efforts, the Miami-Dade mayor says  https://t.co/T3obGXvI8R",a fire under the rubble of the florida condo collapse is hampering search efforts the miamidade mayor says  
2021-06-26,19:47:52,cnnbrk,"A man wanted in the shooting of a Daytona Beach police officer was taken into custody near Atlanta this morning, police say  https://t.co/qViHc7EnpV",a man wanted in the shooting of a daytona beach police officer was taken into custody near atlanta this morning police say  
2021-06-26,17:58:35,cnnbrk,"A 2018 report raised concerns of structural damage to a concrete slab below the pool deck at the Surfside building, noting ""cracking and spalling""  https://t.co/pRsRBThOC5",a 2018 report raised concerns of structural damage to a concrete slab below the pool deck at the surfside building noting cracking and spalling  
2021-06-26,10:29:51,cnnbrk,Australia's biggest city heading into two-week hard lockdown to contain Delta coronavirus outbreak  https://t.co/bHqCxt5Gqr,australias biggest city heading into twoweek hard lockdown to contain delta coronavirus outbreak  
2021-06-26,03:32:13,cnnbrk,"FEMA approves the emergency declaration from Florida after the building collapse, which allows for more resources to be brought in  https://t.co/4c9AmuENoA",fema approves the emergency declaration from florida after the building collapse which allows for more resources to be brought in  
2021-06-26,02:24:19,cnnbrk,The US government has released a long-awaited report on UFOs. It covers what's known -- and how much of it can be explained.  https://t.co/453VOGSavQ,the us government has released a longawaited report on ufos it covers what is known  and how much of it can be explained  
2021-06-26,01:31:28,cnnbrk,Derek Chauvin is sentenced to 22.5 years in prison for the murder of George Floyd  https://t.co/Lg4NLdqmaP,derek chauvin is sentenced to 225 years in prison for the murder of george floyd  
2021-06-26,00:47:11,cnnbrk,"The Manhattan DA's office tells Trump Organization lawyers that it could face criminal charges in connection with benefits it has provided to company employees, a person familiar with the matter says  https://t.co/xmlXRuODBY",the manhattan das office tells trump organization lawyers that it could face criminal charges in connection with benefits it has provided to company employees a person familiar with the matter says  
2021-06-26,00:09:25,cnnbrk,Derek Chauvin is in court to be sentenced for the murder of George Floyd. Prosecutors are seeking 30 years in prison for the former officer. Follow live.  https://t.co/V5eAxZvz8u  https://t.co/5poumt2uUs,derek chauvin is in court to be sentenced for the murder of george floyd prosecutors are seeking 30 years in prison for the former officer follow live    
2021-06-25,22:41:51,cnnbrk,"The federal government is sending experts to Surfside, Florida, to see if condo building collapse should trigger a larger investigation that could impact building codes  https://t.co/6TgMQ70qQn",the federal government is sending experts to surfside florida to see if condo building collapse should trigger a larger investigation that could impact building codes  
2021-06-25,21:17:19,cnnbrk,A judge denies Derek Chauvin's request for a new trial in the death of George Floyd. The ex-officer is set to be sentenced later today.  https://t.co/RuZkz3QkQk,a judge denies derek chauvins request for a new trial in the death of george floyd the exofficer is set to be sentenced later today  
2021-06-25,20:19:28,cnnbrk,The Justice Department plans to announce a lawsuit against Georgia over its new voting restrictions  https://t.co/MXd1DkRWSB,the justice department plans to announce a lawsuit against georgia over its new voting restrictions  
2021-06-25,18:09:43,cnnbrk,"The number of people unaccounted for in the Florida condo collapse is now at 159, mayor says. She cautions that the numbers are ""very fluid.""  https://t.co/4N0OphxncL",the number of people unaccounted for in the florida condo collapse is now at 159 mayor says she cautions that the numbers are very fluid  
2021-06-25,17:28:09,cnnbrk,"The death toll in the Florida condo collapse rises to four after three bodies were pulled from wreckage overnight, mayor says. Follow live updates:  https://t.co/lGQYLdpbNU",the death toll in the florida condo collapse rises to four after three bodies were pulled from wreckage overnight mayor says follow live updates  
2021-06-25,04:17:36,cnnbrk,Florida Gov. Ron DeSantis issues an executive order to provide assistance for the families impacted by condo building collapse. Follow live updates  https://t.co/F7Nbg3YuM0,florida gov ron desantis issues an executive order to provide assistance for the families impacted by condo building collapse follow live updates  
2021-06-25,00:57:12,cnnbrk,"At least 99 people are unaccounted for after the partial collapse of a Florida condo building, officials say. Follow live updates.  https://t.co/VAoLB54E4b",at least 99 people are unaccounted for after the partial collapse of a florida condo building officials say follow live updates  
2021-06-24,22:17:17,cnnbrk,President Biden says he's agreed to a deal on infrastructure with a bipartisan group of senators following a massive breakthrough in negotiations  https://t.co/aPqr6hD4hB,president biden says he is agreed to a deal on infrastructure with a bipartisan group of senators following a massive breakthrough in negotiations  
2021-06-24,22:11:28,cnnbrk,The Biden administration extends the federal ban on evictions that was set to expire at the end of June by one month  https://t.co/oLMxZKRWav,the biden administration extends the federal ban on evictions that was set to expire at the end of june by one month  
2021-06-24,21:26:54,cnnbrk,Rudy Giuliani is suspended from practicing law in New York state following disciplinary proceedings over 2020 election statements  https://t.co/NmSntfeuJd,rudy giuliani is suspended from practicing law in new york state following disciplinary proceedings over 2020 election statements  
2021-06-24,20:49:42,cnnbrk,Speaker Pelosi formally announces the House will establish a select committee to investigate the deadly January 6 attack on the US Capitol  https://t.co/AwcrzGdsWA,speaker pelosi formally announces the house will establish a select committee to investigate the deadly january 6 attack on the us capitol  
2021-06-24,19:14:51,cnnbrk,"Half of the units in a Florida multistory condo collapsed this morning, Miami-Dade's mayor says. An intense search and rescue operation is underway.  https://t.co/8fWg55gJFH",half of the units in a florida multistory condo collapsed this morning miamidades mayor says an intense search and rescue operation is underway  
2021-06-24,16:52:38,cnnbrk,"At least one person is dead after a condominium partially collapsed in Surfside, Florida, the city's mayor says. Follow live updates.  https://t.co/NZ38UJJSkp",at least one person is dead after a condominium partially collapsed in surfside florida the citys mayor says follow live updates  
2021-06-24,12:54:20,cnnbrk,"Authorities in Miami Beach, Florida, responded to a ""partial building collapse"" early Thursday morning, Miami-Dade Fire Rescue said  https://t.co/OBUS0eFZO5",authorities in miami beach florida responded to a partial building collapse early thursday morning miamidade fire rescue said  
2021-06-24,08:35:55,cnnbrk,"The former President of the Philippines Benigno Aquino III died Thursday at the age of 61 after being hospitalized in Quezon City, state media reported.  https://t.co/3Kk0ZBtQXm",the former president of the philippines benigno aquino iii died thursday at the age of 61 after being hospitalized in quezon city state media reported  
2021-06-24,07:26:29,cnnbrk,"California Democratic Gov. Gavin Newsom will face a recall election, the second one in state history  https://t.co/FJgT36s4Kd",california democratic gov gavin newsom will face a recall election the second one in state history  
2021-06-24,05:53:05,cnnbrk,Senators say there's an agreement with White House officials and 10 senators on a bipartisan infrastructure deal. They next meet with Biden.  https://t.co/A2VIkZZwoB,senators say there is an agreement with white house officials and 10 senators on a bipartisan infrastructure deal they next meet with biden  
2021-06-24,04:53:53,cnnbrk,"A Missouri judge blocked Medicaid expansion in the state, saying the ballot initiative that voters approved last year was unconstitutional  https://t.co/EFFhS6qLVP",a missouri judge blocked medicaid expansion in the state saying the ballot initiative that voters approved last year was unconstitutional  
